MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,RoofStyle,RoofMatl,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscVal,SaleType,SaleCondition,SalePrice,MasVnr,SecondFloor,Baths,Porch,Pool
A,RL,0.4626469869848913,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.4444444444444444,0.572463768115942,Hip,CompShg,Wd Sdng,0.6666666666666666,CBlock,TA,TA,No,0.314410480349345,1.0,1.0,0.248430709802028,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,Min,0.6666666666666666,TA,CarPort,Unf,0.20719424460431654,TA,TA,Y,0.0,0.12903225806451613,WD,Normal,Level2,1.0,0.0,0.2,True,0.0
E,RM,0.39655954499459156,0.0,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,0.4444444444444444,0.3115942028985507,Gable,CompShg,Wd Sdng,0.3333333333333333,BrkTil,TA,TA,Mn,0.27323767935121646,0.75,1.0,0.2612264606470304,0.5,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,Gd,Detchd,Unf,0.5179856115107914,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
I,RL,0.22746781115879827,1.0,Lvl,Inside,Edwards,Norm,1Fam,SLvl,0.5555555555555556,0.7536231884057971,Gable,CompShg,Plywood,0.3333333333333333,CBlock,TA,TA,Av,0.32096069868995636,0.5,1.0,0.1890391115403187,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,TA,Detchd,Unf,0.48345323741007196,TA,TA,Y,1.0,0.0,WD,Abnorml,Level2,0.0,0.0,0.2,True,0.0
A,RL,0.326250043616316,1.0,Lvl,Corner,CollgCr,Norm,1Fam,1Story,0.4444444444444444,0.7536231884057971,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,TA,Gd,Av,0.27885215221459764,0.5,1.0,0.13520038628681796,0.375,0.3333333333333333,0.3333333333333333,0.25,Typ,0.0,NoFireplace,Attchd,Unf,0.22158273381294963,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
N,RM,0.013259360061411773,1.0,Lvl,Inside,BrDale,Norm,Twnhs,2Story,0.5555555555555556,0.717391304347826,Gable,CompShg,CemntBd,0.3333333333333333,CBlock,TA,TA,No,0.2096069868995633,0.5,1.0,0.2134234669241912,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.0,NoFireplace,NoGarage,NoGarage,0.0,NoGarage,NoGarage,N,0.0,0.0,WD,Abnorml,Level1,1.0,1.0,0.2,True,0.0
A,RL,0.49541156355769567,0.0,Lvl,Corner,Timber,Norm,1Fam,1Story,0.7777777777777778,0.7536231884057971,Hip,WdShake,Stone,0.6666666666666666,CBlock,Gd,TA,Av,0.4881472239550842,0.5,1.0,0.6190246257846451,0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666,Typ,0.3333333333333333,Gd,Attchd,Fin,0.4784172661870504,TA,TA,Y,0.0,0.0,COD,Abnorml,Level3,0.0,0.0,0.4,True,0.0
N,RL,0.0341951917373251,1.0,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,0.5555555555555556,0.7681159420289855,Gable,CompShg,Plywood,0.3333333333333333,CBlock,Gd,TA,No,0.26668746101060514,0.25,1.0,0.2708836310960889,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,TA,Attchd,Unf,0.31654676258992803,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.4,True,0.0
F,RL,0.22663037789176174,0.0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,0.6666666666666666,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.22333125389893949,1.0,1.0,0.2650893288266538,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.3333333333333333,Gd,Attchd,Fin,0.3107913669064748,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.6,True,0.0
E,RM,0.26867650650755437,1.0,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,0.5555555555555556,0.47101449275362317,Gable,CompShg,Wd Sdng,0.3333333333333333,PConc,TA,TA,No,0.24329382407985028,0.5,1.0,0.25132786093674553,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.3333333333333333,Gd,Detchd,Unf,0.39136690647482014,TA,TA,P,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
E,RL,0.2596392058341184,1.0,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,0.5555555555555556,0.5289855072463768,Gable,CompShg,VinylSd,0.3333333333333333,CBlock,TA,Fa,No,0.2292576419213974,0.5,1.0,0.2783679381941091,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,Gd,Detchd,Unf,0.15827338129496402,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
A,RL,0.37440245647091663,1.0,Lvl,Inside,NridgHt,Norm,1Fam,1Story,0.7777777777777778,0.9782608695652174,Hip,CompShg,VinylSd,1.0,PConc,Ex,TA,No,0.5283842794759825,1.0,1.0,0.32834379526798646,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.0,NoFireplace,Attchd,Fin,0.5884892086330935,TA,TA,Y,0.0,0.0,New,Partial,Level4,1.0,0.0,0.2,True,0.0
O,RM,0.020586901147981437,1.0,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,0.3333333333333333,0.7246376811594203,Gable,CompShg,CemntBd,0.3333333333333333,CBlock,Gd,TA,Av,0.1965065502183406,0.75,1.0,0.07146306132303235,0.125,0.3333333333333333,0.3333333333333333,0.08333333333333333,Typ,0.0,NoFireplace,NoGarage,NoGarage,0.0,NoGarage,NoGarage,Y,0.0,0.0,WD,Normal,Level1,0.0,0.0,0.2,True,0.0
F,RL,0.46973027670190864,0.0,Lvl,Corner,Gilbert,Feedr,1Fam,2Story,0.4444444444444444,0.5507246376811594,Gable,CompShg,Plywood,0.3333333333333333,Slab,NoBasement,NoBasement,NoBasement,0.0,0.75,1.0,0.4794785127957508,0.25,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,TA,Attchd,Unf,0.48345323741007196,TA,TA,P,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
A,RL,0.25820859066959767,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.4444444444444444,0.6594202898550725,Hip,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,Mn,0.34934497816593885,0.75,1.0,0.19169483341380975,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,RFn,0.3776978417266187,TA,TA,Y,1.0,0.0,WD,Normal,Level2,1.0,0.0,0.4,True,0.0
L,RM,0.10938972050664712,1.0,Lvl,Inside,CollgCr,Norm,Twnhs,1Story,0.5555555555555556,0.9492753623188406,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.264504054897068,1.0,1.0,0.12409464027040078,0.125,0.3333333333333333,0.6666666666666666,0.16666666666666666,Typ,0.0,NoFireplace,Attchd,Fin,0.302158273381295,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.2,True,0.0
A,RL,0.26169789594891657,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.5555555555555556,0.6666666666666666,Hip,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,No,0.39020586400499063,0.5,1.0,0.2213906325446644,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.6666666666666666,Gd,Attchd,RFn,0.3316546762589928,TA,TA,Y,1.0,0.04516129032258064,WD,Normal,Level2,1.0,0.0,0.2,True,0.0
E,RL,0.43092920199588264,1.0,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,0.4444444444444444,0.6231884057971014,Gable,CompShg,MetalSd,0.6666666666666666,CBlock,TA,TA,No,0.32813474734872117,1.0,1.0,0.3829068083051666,0.5,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,Gd,Attchd,Unf,0.32446043165467625,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.4,False,0.0
F,RL,0.20084441187759516,1.0,Lvl,Inside,NAmes,Norm,1Fam,2Story,0.5555555555555556,0.6594202898550725,Hip,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,No,0.24329382407985028,0.5,1.0,0.3529695799130855,0.5,0.3333333333333333,0.3333333333333333,0.5,Typ,0.3333333333333333,TA,Attchd,RFn,0.3474820143884892,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,1.0,0.4,True,0.0
F,RL,0.3492096723542343,0.0,Lvl,Inside,NridgHt,Norm,1Fam,2Story,0.8888888888888888,0.9855072463768116,Gable,CompShg,VinylSd,1.0,PConc,Ex,TA,Av,0.34435433562071116,1.0,1.0,0.4466441332689522,0.375,0.3333333333333333,1.0,0.6666666666666666,Typ,0.3333333333333333,Gd,Attchd,Fin,0.6014388489208633,TA,TA,Y,0.0,0.0,WD,Normal,Level4,1.0,1.0,0.6,True,0.0
A,RL,0.3254823964548658,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.6666666666666666,0.7101449275362319,Flat,Tar&Grv,Plywood,0.3333333333333333,CBlock,TA,Gd,Gd,0.39831565814098563,0.5,1.0,0.22766779333655238,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.3333333333333333,Po,Attchd,Unf,0.37841726618705035,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
A,RL,0.2679088593461042,0.0,Lvl,Corner,Sawyer,Norm,1Fam,1Story,0.4444444444444444,0.6956521739130435,Gable,CompShg,Plywood,0.3333333333333333,PConc,TA,TA,No,0.2956955708047411,0.5,1.0,0.14823756639304683,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,Unf,0.2158273381294964,TA,TA,Y,0.0,0.0,WD,Family,Level2,0.0,0.0,0.0,True,0.0
P,RM,0.3077567256359259,0.0,Bnk,Inside,OldTown,Feedr,2fmCon,2.5Unf,0.6666666666666666,0.2753623188405797,Hip,CompShg,Wd Sdng,0.0,CBlock,TA,TA,No,0.2885215221459763,0.5,0.0,0.3754225012071463,0.5,0.6666666666666666,0.3333333333333333,0.5833333333333334,Typ,0.3333333333333333,Gd,Detchd,Unf,0.22158273381294963,TA,TA,N,1.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
A,RL,0.19079521267315677,0.0,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,0.5555555555555556,0.644927536231884,Hip,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,Mn,0.28446662507797876,0.75,1.0,0.13954611298889424,0.375,0.3333333333333333,0.6666666666666666,0.25,Typ,0.0,NoFireplace,Detchd,Unf,0.20719424460431654,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,0.0,0.4,True,0.0
A,RL,0.486967444781744,0.0,Lvl,CulDSac,Somerst,RRn,1Fam,1Story,0.7777777777777778,0.9782608695652174,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Gd,0.4631940112289457,1.0,1.0,0.27281506518590054,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,Unf,0.5424460431654676,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,0.0,0.4,True,0.0
F,RL,0.316828919362155,0.0,Lvl,Inside,SawyerW,Norm,1Fam,2Story,0.6666666666666666,0.8260869565217391,Gable,CompShg,Plywood,0.6666666666666666,CBlock,TA,TA,Gd,0.46849656893325015,1.0,1.0,0.5784645098985998,0.5,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,TA,Attchd,Fin,0.4143884892086331,TA,TA,Y,1.0,0.0,WD,Normal,Level4,1.0,1.0,0.6,True,0.0
G,RL,0.27014201472486826,1.0,Lvl,Inside,Crawfor,Norm,1Fam,2Story,0.6666666666666666,0.5,Gable,CompShg,CemntBd,1.0,Stone,TA,Gd,No,0.3593262632563943,1.0,1.0,0.48430709802028005,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,Typ,0.6666666666666666,Gd,Attchd,RFn,0.18129496402877698,TA,TA,Y,1.0,0.16129032258064516,WD,Normal,Level3,0.0,1.0,0.2,True,0.0
E,RL,0.22265256987333823,0.0,Lvl,FR,Crawfor,Norm,1Fam,1.5Fin,0.4444444444444444,0.35507246376811596,Gable,CompShg,Wd Sdng,0.3333333333333333,BrkTil,TA,TA,No,0.22800998128509045,1.0,1.0,0.2436021245774988,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,Gd,Detchd,Unf,0.13381294964028778,Fa,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
F,RL,0.31183921281272897,1.0,Lvl,Inside,Gilbert,RRn,1Fam,2Story,0.5555555555555556,0.9637681159420289,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.24422956955708047,1.0,1.0,0.27764365041042977,0.375,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,Gd,Attchd,Fin,0.2827338129496403,TA,TA,Y,0.0,0.0,New,Partial,Level2,0.0,1.0,0.4,True,0.0
L,RL,0.12659199553368924,0.0,Lvl,Inside,NPkVill,Norm,Twnhs,1Story,0.5555555555555556,0.7536231884057971,Gable,CompShg,Plywood,0.3333333333333333,CBlock,Gd,TA,No,0.29881472239550844,0.5,1.0,0.15065185900531144,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.0,NoFireplace,Attchd,RFn,0.31654676258992803,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
A,RL,0.4256952440769043,1.0,Lvl,Inside,ClearCr,Norm,1Fam,1Story,0.5555555555555556,0.6376811594202898,Flat,CompShg,BrkFace,0.3333333333333333,CBlock,Gd,TA,Gd,0.49968808484092325,0.75,1.0,0.22163206180589087,0.125,0.3333333333333333,0.3333333333333333,0.16666666666666666,Typ,0.3333333333333333,Gd,Attchd,RFn,0.40575539568345326,TA,TA,Y,0.0,0.0,WD,Normal,Level3,0.0,0.0,0.2,True,0.0
K,RL,0.41177291601242194,0.0,Lvl,Inside,NAmes,Norm,Duplex,1Story,0.4444444444444444,0.6739130434782609,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,No,0.5389893948845914,0.5,1.0,0.33655239014968613,0.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,Typ,0.0,NoFireplace,Detchd,Unf,0.4143884892086331,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.2,False,0.0
E,RL,0.5291880386615025,0.0,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,0.4444444444444444,0.6014492753623188,Gable,CompShg,MetalSd,0.3333333333333333,PConc,TA,TA,No,0.2545227698066126,0.5,1.0,0.2556735876388218,0.375,0.3333333333333333,0.3333333333333333,0.5,Typ,0.0,NoFireplace,Attchd,Unf,0.2158273381294964,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
A,RL,0.24774067483164103,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.5555555555555556,0.6159420289855072,Hip,CompShg,BrkFace,0.3333333333333333,CBlock,TA,TA,No,0.4610106051154086,0.75,1.0,0.276195074843071,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.6666666666666666,Gd,Attchd,RFn,0.31798561151079136,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.4,True,0.0
N,FV,0.06559893925119509,1.0,Lvl,Inside,Somerst,Norm,Twnhs,2Story,0.6666666666666666,0.9637681159420289,Gable,CompShg,MetalSd,0.3333333333333333,PConc,Gd,TA,No,0.18714909544603867,1.0,1.0,0.20907774022211492,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,Typ,0.0,NoFireplace,Detchd,RFn,0.34532374100719426,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.4,True,0.0
F,FV,0.26867650650755437,1.0,Lvl,Inside,Somerst,Norm,1Fam,2Story,0.7777777777777778,0.9782608695652174,Gable,CompShg,CemntBd,0.6666666666666666,PConc,Gd,TA,Av,0.36930754834684965,1.0,1.0,0.5494929985514244,0.5,0.3333333333333333,1.0,0.75,Typ,0.3333333333333333,Gd,BuiltIn,Fin,0.39568345323741005,TA,TA,Y,0.0,0.0,New,Partial,Level4,0.0,1.0,0.4,True,0.0
I,RL,0.23064307896297848,1.0,Lvl,Inside,NAmes,Norm,1Fam,SLvl,0.4444444444444444,0.6376811594202898,Hip,CompShg,BrkFace,0.3333333333333333,CBlock,TA,TA,No,0.335308796007486,0.75,1.0,0.2831965234186383,0.5,0.3333333333333333,0.3333333333333333,0.4166666666666667,Maj,0.0,NoFireplace,Basment,Unf,0.2906474820143885,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,False,0.0
A,RL,0.47039324470497923,0.0,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,0.7777777777777778,0.9347826086956522,Hip,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Gd,0.5467872738615097,1.0,1.0,0.3507967165620473,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.3333333333333333,TA,Attchd,RFn,0.5381294964028777,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,0.0,0.2,True,0.0
A,RL,0.24774067483164103,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.5555555555555556,0.6521739130434783,Gable,CompShg,Wd Sdng,0.6666666666666666,CBlock,TA,TA,No,0.41141609482220837,0.5,1.0,0.29043940125543216,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.3333333333333333,Gd,Attchd,RFn,0.33237410071942447,TA,TA,Y,1.0,0.0,COD,Abnorml,Level2,1.0,0.0,0.4,True,0.0
N,RM,0.07198436791234865,1.0,Lvl,Inside,Edwards,Norm,Twnhs,2Story,0.6666666666666666,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.30442919525888956,1.0,1.0,0.3317238049251569,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Maj,0.0,NoFireplace,Detchd,Unf,0.2733812949640288,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,1.0,0.2,True,0.0
B,RL,0.31288600439652464,1.0,Lvl,Inside,BrkSide,RRn,1Fam,1Story,0.5555555555555556,0.3333333333333333,Gable,CompShg,Stucco,0.3333333333333333,BrkTil,TA,Gd,Mn,0.2545227698066126,1.0,1.0,0.12168034765813616,0.25,0.3333333333333333,0.0,0.25,Typ,0.0,NoFireplace,Detchd,Fin,0.19784172661870503,TA,TA,N,1.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
F,RL,0.8158693604103423,0.0,Lvl,CulDSac,Gilbert,RRn,1Fam,2Story,0.5555555555555556,0.9202898550724637,Gable,CompShg,VinylSd,0.3333333333333333,PConc,Gd,TA,No,0.2623206487835309,1.0,1.0,0.32375663930468374,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,TA,BuiltIn,Fin,0.36115107913669064,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.4,True,0.0
H,RL,0.24774067483164103,1.0,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,0.4444444444444444,0.4855072463768116,Gable,CompShg,Wd Sdng,0.3333333333333333,PConc,TA,TA,No,0.22457891453524642,1.0,1.0,0.44857556735876386,0.5,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,Gd,Detchd,Unf,0.17266187050359713,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.4,True,0.0
I,RL,0.23158519138839456,0.0,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,0.5555555555555556,0.8115942028985508,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,Av,0.3128509045539613,0.5,1.0,0.16151617576050217,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Detchd,Unf,0.42302158273381296,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
I,RL,0.38480058620328694,0.0,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,0.5555555555555556,0.7536231884057971,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,Av,0.3156581409856519,0.5,1.0,0.16900048285852245,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,Unf,0.6388489208633094,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.2,False,0.0
I,RL,0.3173523151540528,0.0,Lvl,FR,NWAmes,Norm,1Fam,SLvl,0.5555555555555556,0.7681159420289855,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,Gd,TA,Av,0.32189644416718655,0.5,1.0,0.16851762433606954,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,TA,Attchd,Unf,0.40575539568345326,TA,TA,Y,1.0,0.03225806451612903,WD,Normal,Level2,1.0,0.0,0.4,False,0.0
E,RL,0.28961233818346765,1.0,Lvl,Corner,Edwards,Artery,1Fam,1.5Fin,0.5555555555555556,0.37681159420289856,Gable,CompShg,Wd Sdng,0.3333333333333333,BrkTil,TA,TA,No,0.1784154709918902,0.25,0.0,0.18396909705456302,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.0,NoFireplace,NoGarage,NoGarage,0.0,NoGarage,NoGarage,N,0.0,0.0,WD,Normal,Level1,0.0,1.0,0.0,True,0.0
P,RL,0.3602707700896751,1.0,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,0.4444444444444444,0.6739130434782609,Hip,CompShg,Plywood,0.3333333333333333,PConc,TA,TA,Mn,0.32407985028072367,1.0,1.0,0.17020762916465476,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,Unf,0.36258992805755397,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.4,False,0.0
A,RL,0.2945671516801005,1.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,0.7777777777777778,0.9420289855072463,Hip,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.5542732376793512,1.0,1.0,0.35272815065185903,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.3333333333333333,Gd,Attchd,RFn,0.3841726618705036,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,0.0,0.2,True,0.0
A,RL,0.34579015318050177,0.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,0.6666666666666666,0.9637681159420289,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.5034310667498441,1.0,1.0,0.3090294543698696,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.0,NoFireplace,Attchd,RFn,0.6223021582733813,TA,TA,Y,0.0,0.0,New,Partial,Level3,1.0,0.0,0.2,True,0.0
A,RL,0.2531839910673785,1.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,0.6666666666666666,0.9710144927536232,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.3867747972551466,1.0,1.0,0.21873491067117334,0.25,0.3333333333333333,0.6666666666666666,0.25,Typ,0.0,NoFireplace,Attchd,RFn,0.5942446043165468,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
E,RL,0.20586901147981437,1.0,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,0.4444444444444444,0.47101449275362317,Gable,CompShg,Wd Sdng,0.3333333333333333,BrkTil,Gd,TA,No,0.22800998128509045,1.0,1.0,0.3462095605987446,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.6666666666666666,TA,Detchd,Unf,0.17266187050359713,TA,TA,Y,1.0,0.0,WD,Normal,Level2,1.0,1.0,0.4,True,0.0
N,FV,0.04714051432359817,1.0,Lvl,FR,Somerst,Norm,Twnhs,2Story,0.6666666666666666,0.927536231884058,Gable,CompShg,MetalSd,0.6666666666666666,PConc,Gd,TA,No,0.20991890205864006,1.0,1.0,0.25301786576533075,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.0,NoFireplace,Detchd,Unf,0.35251798561151076,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.6,True,0.0
A,RL,0.3920932342370634,0.0,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,0.4444444444444444,0.717391304347826,Gable,CompShg,VinylSd,0.3333333333333333,CBlock,TA,TA,No,0.33624454148471616,1.0,1.0,0.1796233703524867,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,Fa,Attchd,Fin,0.3597122302158273,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.4,False,0.0
A,RL,0.36163159914860954,1.0,Lvl,Inside,NAmes,Artery,1Fam,1Story,0.5555555555555556,0.5507246376811594,Gable,CompShg,MetalSd,0.3333333333333333,CBlock,TA,Fa,No,0.3374922021210231,0.5,1.0,0.18058908739739257,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.3333333333333333,Gd,Detchd,Unf,0.17266187050359713,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.0,True,0.0
F,RL,0.28919362154994943,0.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,0.7777777777777778,0.9782608695652174,Gable,CompShg,CemntBd,0.6666666666666666,PConc,Ex,TA,No,0.4622582657517155,1.0,1.0,0.5408015451472719,0.375,0.3333333333333333,1.0,0.6666666666666666,Typ,0.3333333333333333,Gd,BuiltIn,Fin,0.6244604316546762,TA,TA,Y,0.0,0.0,New,Partial,Level3,1.0,1.0,0.4,True,0.0
L,RL,0.06566872535678146,1.0,Lvl,Inside,Blmngtn,Norm,Twnhs,1Story,0.6666666666666666,0.9637681159420289,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.42825951341235186,1.0,1.0,0.29478512795750844,0.25,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.3333333333333333,TA,Attchd,Fin,0.30935251798561153,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.2,True,0.0
F,RL,0.37681007711364667,0.0,Lvl,Inside,NridgHt,Norm,1Fam,2Story,0.7777777777777778,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Ex,TA,Av,0.3543356207111666,1.0,1.0,0.5152100434572671,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,Typ,0.3333333333333333,Gd,BuiltIn,Fin,0.6273381294964029,TA,TA,Y,0.0,0.0,WD,Normal,Level4,1.0,1.0,0.6,True,0.0
